Date,Adj_Close
2018-01-02,41.95449447631836
2018-01-03,41.98542785644531
2018-01-04,41.9931755065918
2018-01-05,41.9931755065918
2018-01-08,42.00090026855469
2018-01-09,41.97770690917969
2018-01-10,41.931304931640625
2018-01-11,41.931304931640625
2018-01-12,41.90810012817383
2018-01-16,41.94676971435547
2018-01-17,41.91580581665039
2018-01-18,41.900360107421875
2018-01-19,41.91580581665039
2018-01-22,41.94676971435547
2018-01-23,41.97770690917969
2018-01-24,41.92356872558594
2018-01-25,41.91580581665039
2018-01-26,41.90810012817383
2018-01-29,41.83077621459961
2018-01-30,41.82302474975586
2018-01-31,41.807559967041016
2018-02-01,41.7835578918457
2018-02-02,41.71390151977539
2018-02-05,41.845497131347656
2018-02-06,41.83000564575195
2018-02-07,41.77581787109375
2018-02-08,41.75259780883789
2018-02-09,41.79130554199219
2018-02-12,41.75259780883789
2018-02-13,41.76808166503906
2018-02-14,41.721656799316406
2018-02-15,41.7061653137207
2018-02-16,41.822265625
2018-02-20,41.760337829589844
2018-02-21,41.76808166503906
2018-02-22,41.806785583496094
2018-02-23,41.876461029052734
2018-02-26,41.88418197631836
2018-02-27,41.876461029052734
2018-02-28,41.91517639160156
2018-03-01,41.98720169067383
2018-03-02,41.93297576904297
2018-03-05,41.963958740234375
2018-03-06,41.91748046875
2018-03-07,41.98720169067383
2018-03-08,42.01041793823242
2018-03-09,41.98720169067383
2018-03-12,42.0181884765625
2018-03-13,42.04143142700195
2018-03-14,42.13437271118164
2018-03-15,42.142147064208984
2018-03-16,42.16538619995117
2018-03-19,42.16538619995117
2018-03-20,42.188602447509766
2018-03-21,42.149871826171875
2018-03-22,42.28156661987305
2018-03-23,42.266082763671875
2018-03-26,42.27383041381836
2018-03-27,42.35129928588867
2018-03-28,42.35129928588867
2018-03-29,42.39777374267578
2018-04-02,42.414833068847656
2018-04-03,42.414833068847656
2018-04-04,42.414833068847656
2018-04-05,42.3062744140625
2018-04-06,42.399330139160156
2018-04-09,42.40707778930664
2018-04-10,42.36829376220703
2018-04-11,42.37605667114258
2018-04-12,42.34503173828125
2018-04-13,42.37605667114258
2018-04-16,42.36829376220703
2018-04-17,42.422576904296875
2018-04-18,42.40707778930664
2018-04-19,42.290775299072266
2018-04-20,42.27528381347656
2018-04-23,42.228736877441406
2018-04-24,42.24424362182617
2018-04-25,42.205474853515625
2018-04-26,42.290775299072266
2018-04-27,42.33728790283203
2018-04-30,42.33728790283203
2018-05-01,42.35515594482422
2018-05-02,42.3241081237793
2018-05-03,42.40168762207031
2018-05-04,42.37841033935547
2018-05-07,42.40946578979492
2018-05-08,42.3241081237793
2018-05-09,42.33961868286133
2018-05-10,42.33185577392578
2018-05-11,42.33185577392578
2018-05-14,42.269779205322266
2018-05-15,42.18442916870117
2018-05-16,42.18442916870117
2018-05-17,42.14561462402344
2018-05-18,42.168888092041016
2018-05-21,42.18442916870117
2018-05-22,42.15337371826172
2018-05-23,42.238739013671875
2018-05-24,42.238739013671875
2018-05-25,42.269779205322266
2018-05-29,42.17665481567383
2018-05-30,42.24651336669922
2018-05-31,42.238739013671875
2018-06-01,42.2286491394043
2018-06-04,42.24416732788086
2018-06-05,42.2286491394043
2018-06-06,42.02668380737305
2018-06-07,42.03446578979492
2018-06-08,42.02668380737305
2018-06-11,42.01893615722656
2018-06-12,42.06554412841797
2018-06-13,42.11214065551758
2018-06-14,42.24416732788086
2018-06-15,42.33740234375
2018-06-18,42.329620361328125
2018-06-19,42.48495101928711
2018-06-20,42.49271011352539
2018-06-21,42.508262634277344
2018-06-22,42.51602554321289
2018-06-25,42.446109771728516
2018-06-26,42.446109771728516
2018-06-27,42.531558990478516
2018-06-28,42.4383430480957
2018-06-29,42.49271011352539
2018-07-02,42.537818908691406
2018-07-03,42.54557418823242
2018-07-05,42.59999084472656
2018-07-06,42.59999084472656
2018-07-09,42.63108444213867
2018-07-10,42.60776901245117
2018-07-11,42.63886642456055
2018-07-12,42.669979095458984
2018-07-13,42.68550109863281
2018-07-16,42.669979095458984
2018-07-17,42.70106506347656
2018-07-18,42.693275451660156
2018-07-19,42.74769973754883
2018-07-20,42.669979095458984
2018-07-23,42.54557418823242
2018-07-24,42.56113815307617
2018-07-25,42.56113815307617
2018-07-26,42.49894332885742
2018-07-27,42.53002166748047
2018-07-30,42.49894332885742
2018-07-31,42.55335998535156
2018-08-01,42.44442367553711
2018-08-02,42.38994598388672
