Date,Adj_Close
2009-01-02,27.79829216003418
2009-01-05,27.35170555114746
2009-01-06,27.645339965820312
2009-01-07,27.16817283630371
2009-01-08,27.571937561035156
2009-01-09,26.617595672607422
2009-01-12,25.975255966186523
2009-01-13,25.49807357788086
2009-01-14,24.451974868774414
2009-01-15,24.672210693359375
2009-01-16,24.819026947021484
2009-01-20,23.002103805541992
2009-01-21,24.12774085998535
2009-01-22,23.564924240112305
2009-01-23,23.399751663208008
2009-01-26,23.858562469482422
2009-01-27,24.323497772216797
2009-01-28,25.039257049560547
2009-01-29,23.901390075683594
2009-01-30,23.675037384033203
2009-02-02,23.44257164001465
2009-02-03,24.115503311157227
2009-02-04,23.9931583404541
2009-02-05,24.335742950439453
2009-02-06,24.898555755615234
2009-02-09,24.892431259155273
2009-02-10,23.65668487548828
2009-02-11,23.91362762451172
2009-02-12,23.8402156829834
2009-02-13,23.583276748657227
2009-02-17,22.32917022705078
2009-02-18,22.31081771850586
2009-02-19,22.280227661132812
2009-02-20,21.955997467041016
2009-02-23,21.117891311645508
2009-02-24,21.998823165893555
2009-02-25,21.39318084716797
2009-02-26,21.215768814086914
2009-02-27,21.215768814086914
2009-03-02,19.99837303161621
2009-03-03,19.91884422302246
2009-03-04,20.80589485168457
2009-03-05,19.967788696289062
2009-03-06,19.931079864501953
2009-03-09,19.392732620239258
2009-03-10,20.69577407836914
2009-03-11,20.812009811401367
2009-03-12,21.283065795898438
2009-03-13,21.42377281188965
2009-03-16,21.656238555908203
2009-03-17,22.225168228149414
2009-03-18,22.86139678955078
2009-03-19,22.849166870117188
2009-03-20,22.531055450439453
2009-03-23,24.1522159576416
2009-03-24,23.393630981445312
2009-03-25,23.754566192626953
2009-03-26,24.072675704956055
2009-03-27,23.301870346069336
2009-03-30,22.414817810058594
2009-03-31,22.995986938476562
2009-04-01,23.59551239013672
2009-04-02,24.659963607788086
2009-04-03,24.800670623779297
2009-04-06,24.28679656982422
2009-04-07,23.779035568237305
2009-04-08,24.017623901367188
2009-04-09,24.659963607788086
2009-04-13,24.90467643737793
2009-04-14,24.666086196899414
2009-04-15,24.990318298339844
2009-04-16,25.149377822875977
2009-04-17,25.06373405456543
2009-04-20,24.035978317260742
2009-04-21,24.5865535736084
2009-04-22,24.39080047607422
2009-04-23,25.002548217773438
2009-04-24,25.387964248657227
2009-04-27,25.08819580078125
2009-04-28,24.849607467651367
2009-04-29,25.485849380493164
2009-04-30,25.644893646240234
2009-05-01,25.94466209411621
2009-05-04,27.02135467529297
2009-05-05,26.75218391418457
2009-05-06,27.400646209716797
2009-05-07,26.941829681396484
2009-05-08,28.11028289794922
2009-05-11,27.39452362060547
2009-05-12,27.68817710876465
2009-05-13,26.74606704711914
2009-05-14,27.00911521911621
2009-05-15,26.764421463012695
2009-05-18,27.78605079650879
2009-05-19,28.03687286376953
2009-05-20,28.22040557861328
2009-05-21,28.006288528442383
2009-05-22,28.165346145629883
2009-05-26,28.728164672851562
2009-05-27,28.171463012695312
2009-05-28,28.458984375
2009-05-29,29.02791404724121
2009-06-01,29.743682861328125
2009-06-02,30.00062370300293
2009-06-03,29.107454299926758
2009-06-04,29.290983200073242
2009-06-05,28.93004608154297
2009-06-08,28.868860244750977
2009-06-09,29.223691940307617
2009-06-10,29.278745651245117
2009-06-11,29.780378341674805
2009-06-12,29.627439498901367
2009-06-15,28.562984466552734
2009-06-16,28.232633590698242
2009-06-17,28.312158584594727
2009-06-18,28.263216018676758
2009-06-19,28.709800720214844
2009-06-22,27.78605079650879
2009-06-23,28.151540756225586
